Policy Number,Policy Effective Date,Policy Expiration Date,Agency ID,Underwriting Company ID,Cancel Date
1020668,2013-10-01,2014-10-01,2,6,
1020669,2013-09-25,2014-09-25,3,1,
1020670,2011-01-05,2012-01-06,11,6,
1020671,2012-11-17,2013-11-17,11,2,
1020672,2012-09-16,2013-03-18,8,6,
1020673,2011-08-19,2012-08-19,6,6,
1020674,2013-06-02,2013-11-30,1,3,
1020675,2013-08-27,2014-02-26,20,1,
1020676,2012-05-12,2012-11-10,8,7,
1020677,2013-07-31,2014-01-30,17,6,
1020678,2011-10-25,2012-10-25,15,7,
1020679,2013-05-20,2013-11-20,4,6,
1020680,2012-10-30,2013-10-30,7,1,
1020681,2010-10-10,2011-04-12,3,4,
1020682,2012-09-09,2013-03-09,11,4,
1020683,2011-03-26,2012-03-26,13,3,
1020684,2011-12-09,2012-06-08,10,1,
1020685,2012-12-03,2013-12-03,16,2,
1020686,2012-12-23,2013-06-25,16,7,
1020687,2013-11-17,2014-11-17,1,4,
1020688,2013-04-20,2013-10-21,15,4,
1020689,2011-06-07,2012-06-07,4,3,
1020690,2011-03-19,2012-03-19,20,5,
1020691,2013-03-07,2013-09-07,5,7,
1020692,2010-11-23,2011-11-23,14,4,
1020693,2012-05-13,2013-05-13,8,6,2013-05-08
1020694,2010-10-24,2011-04-26,18,5,
1020695,2012-03-13,2012-09-10,3,2,
1020696,2010-09-05,2011-09-05,12,3,
1020697,2013-03-23,2013-09-22,8,2,
1020698,2013-07-16,2014-07-16,7,4,
1020699,2013-07-16,2014-07-16,18,7,
1020700,2012-03-11,2013-03-12,1,1,
1020701,2011-04-06,2011-10-05,5,6,2011-07-26
1020702,2013-03-18,2014-03-18,13,4,
1020703,2012-09-03,2013-09-03,11,2,
1020704,2012-08-10,2013-08-10,16,1,
1020705,2010-09-30,2011-09-30,9,7,
1020706,2013-11-02,2014-11-02,20,6,
1020707,2011-07-23,2012-01-22,10,3,
1020708,2012-01-04,2012-07-06,5,4,
1020709,2012-04-27,2013-04-27,13,7,
1020710,2013-02-02,2013-08-05,12,6,
1020711,2013-01-21,2014-01-21,12,5,
1020712,2012-07-16,2013-07-16,13,1,
1020713,2013-10-13,2014-04-13,17,4,
1020714,2011-09-07,2012-09-06,10,3,
1020715,2014-01-06,2014-07-07,15,2,
1020716,2011-10-20,2012-04-21,7,7,
1020717,2013-05-30,2013-11-29,20,7,
1020718,2013-05-02,2013-11-01,7,6,
1020719,2012-12-27,2013-12-27,6,2,
1020720,2011-06-16,2011-12-15,16,6,
1020721,2012-07-07,2013-01-05,20,1,2012-10-24
1020722,2012-06-26,2013-06-26,13,7,2013-06-01
1020723,2012-03-21,2012-09-21,16,1,
1020724,2011-04-08,2012-04-07,6,2,
1020725,2011-09-30,2012-09-30,2,4,
1020726,2012-05-16,2012-11-16,17,1,
1020727,2012-12-16,2013-06-15,9,6,
1020728,2013-10-05,2014-10-05,12,7,
1020729,2012-03-12,2013-03-12,5,2,2012-10-13
1020730,2012-02-24,2013-02-24,20,5,
1020731,2012-10-24,2013-10-24,6,4,
1020732,2011-01-02,2012-01-03,13,1,
1020733,2012-09-25,2013-03-25,11,5,2013-02-16
1020734,2011-03-08,2011-09-08,10,4,2011-04-27
1020735,2012-06-26,2013-06-26,12,5,
1020736,2011-11-11,2012-05-12,19,6,
1020737,2010-11-03,2011-11-04,17,3,2011-05-29
1020738,2011-09-25,2012-03-25,20,5,
1020739,2012-08-16,2013-08-16,19,7,
1020740,2013-04-27,2014-04-27,15,6,
1020741,2013-03-08,2013-09-05,2,2,
1020742,2011-05-10,2011-11-08,3,1,
1020743,2011-07-22,2012-07-22,17,1,
1020744,2011-12-05,2012-06-05,16,7,
1020745,2013-10-22,2014-04-21,10,7,
1020746,2013-06-28,2014-06-28,16,2,
1020747,2011-10-26,2012-10-26,14,3,
1020748,2012-07-03,2013-07-03,16,6,
1020749,2012-10-21,2013-10-21,19,6,
1020750,2014-03-23,2014-09-21,14,1,
1020751,2012-11-10,2013-05-10,14,3,
1020752,2013-01-08,2014-01-08,7,5,
1020753,2011-09-11,2012-09-11,12,1,
1020754,2012-02-26,2012-08-26,15,1,
1020755,2013-01-03,2013-07-06,16,2,
1020756,2012-08-27,2013-08-27,7,3,
1020757,2012-01-22,2012-07-23,19,2,
1020758,2011-02-25,2011-08-28,10,4,2011-03-14
1020759,2012-09-12,2013-03-15,7,3,
1020760,2013-12-10,2014-06-09,10,1,2014-03-23
1020761,2012-11-14,2013-11-14,11,6,
1020762,2013-03-18,2014-03-18,13,4,
1020763,2013-03-16,2014-03-16,20,5,
1020764,2013-03-14,2014-03-14,17,4,
1020765,2011-08-08,2012-02-06,15,5,
1020766,2012-10-29,2013-10-29,2,2,
1020767,2011-06-22,2011-12-22,18,3,
1020768,2012-03-13,2013-03-13,18,6,
1020769,2012-09-25,2013-09-25,10,7,
1020770,2010-10-29,2011-04-28,6,3,
1020771,2013-03-07,2013-09-04,5,6,
1020772,2011-10-16,2012-10-16,17,1,
1020773,2013-11-19,2014-11-19,9,7,
1020774,2012-08-09,2013-08-09,11,1,
1020775,2012-12-16,2013-06-16,11,7,
1020776,2011-02-05,2012-02-05,17,6,
1020777,2012-01-22,2012-07-24,2,1,
1020778,2011-02-23,2012-02-24,13,5,
1020779,2012-05-15,2013-05-16,7,6,
1020780,2010-12-24,2011-06-26,7,5,
1020781,2013-04-16,2013-10-16,19,2,2013-08-05
1020782,2011-01-07,2012-01-08,5,4,
1020783,2012-07-08,2013-07-08,17,7,
1020784,2013-03-29,2014-03-29,2,1,
1020785,2014-03-27,2014-09-24,6,6,
1020786,2013-04-01,2013-09-30,14,3,2013-07-18
1020787,2012-09-27,2013-09-27,11,1,
1020788,2012-04-05,2013-04-05,14,4,
1020789,2013-04-13,2013-10-14,19,5,
1020790,2012-10-01,2013-04-03,14,2,
1020791,2011-03-27,2011-09-27,6,6,
1020792,2011-10-13,2012-10-13,3,5,
1020793,2013-08-08,2014-02-05,4,5,
1020794,2011-07-04,2012-07-04,3,5,
1020795,2013-12-07,2014-12-07,13,1,
1020796,2012-11-26,2013-05-28,13,5,
1020797,2010-11-11,2011-05-13,10,7,
1020798,2013-05-15,2014-05-15,1,6,
1020799,2011-08-05,2012-02-04,13,5,
1020800,2012-07-10,2013-01-08,10,6,
1020801,2011-09-16,2012-09-16,5,3,
1020802,2011-07-17,2012-07-17,19,4,
1020803,2012-10-12,2013-04-11,7,2,2013-04-07
1020804,2011-03-05,2011-09-05,2,2,
1020805,2012-04-12,2012-10-11,15,4,
1020806,2012-12-02,2013-06-02,5,7,
1020807,2012-04-05,2013-04-06,8,1,
1020808,2011-11-03,2012-11-03,3,6,
1020809,2013-07-21,2014-01-20,7,6,
1020810,2012-07-26,2013-07-26,4,4,
1020811,2011-03-22,2012-03-22,11,2,
1020812,2011-06-17,2012-06-17,15,4,
1020813,2014-01-31,2014-08-01,14,4,
1020814,2010-11-01,2011-05-04,18,6,
1020815,2011-04-13,2012-04-12,12,2,
1020816,2012-02-11,2013-02-10,19,4,
1020817,2012-09-16,2013-09-16,18,5,
1020818,2012-12-02,2013-12-02,9,6,
1020819,2012-11-06,2013-11-06,2,4,
1020820,2012-01-11,2013-01-11,18,2,
1020821,2010-11-27,2011-05-29,16,4,
1020822,2010-12-25,2011-06-24,9,3,2011-03-27
1020823,2011-04-06,2012-04-05,8,3,
1020824,2011-11-06,2012-11-06,2,3,
1020825,2013-02-22,2013-08-25,4,7,
1020826,2012-05-06,2012-11-06,19,4,
1020827,2012-04-10,2012-10-09,16,4,
1020828,2010-12-20,2011-06-22,16,1,
1020829,2012-12-30,2013-12-30,20,2,
1020830,2014-01-29,2015-01-29,5,6,
1020831,2013-06-18,2014-06-18,15,7,
1020832,2012-02-16,2013-02-16,5,1,
1020833,2012-09-12,2013-09-12,10,3,
1020834,2012-07-01,2012-12-30,17,5,
1020835,2013-05-01,2014-05-01,20,2,
1020836,2013-05-09,2013-11-07,8,2,
1020837,2013-09-11,2014-03-13,13,3,
1020838,2011-11-04,2012-11-04,12,7,
1020839,2012-12-21,2013-06-21,9,2,
1020840,2011-01-08,2012-01-09,1,6,
1020841,2012-03-23,2013-03-23,4,5,
1020842,2013-10-05,2014-10-05,3,6,
1020843,2012-06-10,2013-06-11,17,3,
1020844,2013-05-28,2013-11-25,7,2,
1020845,2011-07-28,2012-07-28,17,5,
1020846,2012-03-26,2012-09-25,10,1,
1020847,2011-11-22,2012-05-24,1,4,
1020848,2011-08-10,2012-08-10,10,7,
1020849,2013-08-22,2014-02-21,13,4,
1020850,2012-10-06,2013-04-05,14,7,2013-02-22
1020851,2011-05-12,2012-05-11,15,2,
1020852,2011-11-27,2012-05-28,10,2,
1020853,2013-08-15,2014-08-15,7,5,
1020854,2012-05-10,2012-11-08,18,6,
1020855,2013-09-15,2014-03-18,14,7,
1020856,2011-11-18,2012-05-19,1,4,
1020857,2010-09-17,2011-09-18,12,1,
1020858,2011-10-13,2012-04-14,12,4,
1020859,2013-01-29,2013-07-30,7,6,
1020860,2012-08-07,2013-02-04,15,6,
1020861,2013-07-21,2014-07-21,20,2,
1020862,2014-02-23,2014-08-23,20,4,
1020863,2013-07-19,2014-07-19,14,6,
1020864,2012-07-06,2013-01-06,12,7,
1020865,2012-04-01,2012-10-01,9,2,2012-09-05
1020866,2012-05-20,2012-11-20,19,2,
1020867,2011-06-13,2011-12-13,20,2,
1020868,2011-12-11,2012-06-10,8,6,
1020869,2012-09-20,2013-09-20,10,3,
1020870,2011-08-30,2012-08-30,3,3,
1020871,2011-11-01,2012-11-01,15,1,
1020872,2013-10-01,2014-10-01,4,3,
1020873,2011-03-02,2012-03-02,3,5,
1020874,2013-04-22,2013-10-22,8,3,
1020875,2012-07-15,2013-07-15,9,6,
1020876,2012-04-06,2012-10-05,3,1,
1020877,2014-02-02,2014-08-02,1,1,
1020878,2012-02-24,2013-02-23,11,3,
1020879,2012-07-26,2013-01-26,10,3,
1020880,2013-05-07,2014-05-07,17,6,
1020881,2012-07-11,2013-01-10,12,6,
1020882,2011-06-20,2011-12-19,7,5,
1020883,2013-09-13,2014-03-16,13,5,2014-01-11
1020884,2012-01-03,2013-01-03,18,1,
1020885,2011-12-02,2012-06-02,18,6,
1020886,2013-01-07,2014-01-07,19,5,
1020887,2011-08-18,2012-02-18,18,6,2011-10-06
1020888,2013-07-09,2014-07-09,19,4,
1020889,2013-05-05,2013-11-05,11,7,
1020890,2012-05-24,2012-11-22,6,4,
1020891,2012-03-17,2012-09-15,8,3,
1020892,2011-02-23,2011-08-26,7,2,2011-07-20
1020893,2010-10-24,2011-04-26,10,3,
1020894,2011-11-04,2012-11-03,7,1,
1020895,2013-10-04,2014-10-04,4,6,
1020896,2013-10-24,2014-04-26,10,7,
1020897,2012-01-07,2012-07-07,4,1,
1020898,2013-06-11,2013-12-09,17,3,
1020899,2014-01-06,2014-07-07,12,4,
1020900,2012-01-23,2012-07-24,5,3,
1020901,2010-11-08,2011-11-09,8,7,
1020902,2011-04-28,2011-10-29,19,5,
1020903,2013-07-31,2014-01-31,10,6,
1020904,2011-11-12,2012-11-11,7,1,
1020905,2012-04-28,2012-10-28,6,5,
1020906,2012-01-10,2012-07-10,16,1,
1020907,2013-04-07,2013-10-05,2,1,
1020908,2010-10-21,2011-04-20,15,2,
1020909,2012-09-23,2013-03-23,10,7,2013-03-06
1020910,2012-05-30,2012-11-30,15,1,
1020911,2011-12-25,2012-06-26,15,7,
1020912,2013-04-16,2014-04-16,10,5,
1020913,2011-09-11,2012-09-11,18,7,
1020914,2011-09-17,2012-09-17,3,5,
1020915,2013-07-29,2014-01-26,16,4,
1020916,2012-12-20,2013-12-20,15,7,
1020917,2013-03-26,2013-09-24,4,4,
1020918,2013-03-12,2014-03-12,9,5,
1020919,2013-02-05,2014-02-05,9,1,
1020920,2011-07-21,2012-07-21,3,1,
1020921,2011-11-25,2012-11-25,3,6,
1020922,2013-07-20,2014-01-20,8,7,
1020923,2012-01-05,2012-07-07,7,2,
1020924,2013-03-24,2013-09-21,5,7,
1020925,2012-03-13,2012-09-11,4,2,
1020926,2011-07-01,2011-12-31,1,7,
1020927,2011-04-25,2011-10-26,11,2,
1020928,2012-02-14,2013-02-14,4,4,
1020929,2013-03-02,2013-09-01,10,2,
1020930,2012-06-24,2013-06-24,9,3,
1020931,2012-12-08,2013-06-07,18,2,
1020932,2010-07-16,2011-01-13,16,2,
1020933,2013-04-25,2013-10-23,11,4,
1020934,2011-10-27,2012-04-28,18,4,
1020935,2012-08-09,2013-08-09,2,3,
1020936,2013-09-10,2014-03-13,5,5,
1020937,2011-06-10,2012-06-10,20,2,
1020938,2011-07-06,2012-01-06,12,6,
1020939,2012-07-10,2013-01-09,6,3,
1020940,2011-02-18,2011-08-18,18,4,2011-05-21
1020941,2012-03-16,2012-09-15,7,4,
1020942,2012-07-12,2013-07-12,3,2,
1020943,2012-03-28,2013-03-28,1,1,
1020944,2013-04-26,2014-04-26,5,4,
1020945,2011-03-05,2011-09-02,10,3,2011-03-25
1020946,2013-04-21,2013-10-20,13,7,
1020947,2012-07-21,2013-01-21,19,7,
1020948,2013-05-30,2014-05-30,18,7,
1020949,2013-04-17,2014-04-17,6,6,
1020950,2013-04-29,2014-04-29,2,4,
1020951,2013-12-13,2014-06-13,1,1,
1020952,2013-01-14,2014-01-14,4,4,
1020953,2013-09-30,2014-09-30,13,2,
1020954,2012-07-02,2013-01-01,2,3,
1020955,2012-02-05,2012-08-05,6,5,
1020956,2013-11-15,2014-11-15,13,3,
1020957,2011-08-13,2012-08-13,11,1,
1020958,2013-03-10,2013-09-10,3,6,
1020959,2013-05-21,2013-11-18,15,6,
1020960,2012-09-17,2013-03-18,8,2,
1020961,2011-06-07,2012-06-07,1,1,2012-03-03
1020962,2013-06-27,2014-06-27,3,4,
1020963,2011-02-08,2011-08-10,7,7,2011-08-08
1020964,2011-01-17,2011-07-19,9,5,
1020965,2011-05-21,2012-05-21,1,1,
1020966,2012-11-26,2013-05-29,18,7,
1020967,2012-01-16,2012-07-17,19,1,
1020968,2012-08-11,2013-08-11,7,2,
1020969,2012-07-28,2013-07-28,11,2,
1020970,2011-10-01,2012-10-01,4,5,
1020971,2012-03-22,2012-09-21,16,1,
1020972,2012-09-18,2013-09-18,7,4,
1020973,2013-09-22,2014-03-22,10,7,
1020974,2012-10-18,2013-10-18,15,4,
1020975,2011-08-11,2012-08-11,8,1,
1020976,2013-01-19,2014-01-19,4,1,
1020977,2013-08-18,2014-08-18,12,2,
1020978,2012-02-10,2013-02-09,11,2,
1020979,2011-01-03,2011-07-05,8,3,
1020980,2012-11-07,2013-11-07,15,5,
1020981,2011-03-30,2011-09-30,14,6,2011-09-21
1020982,2011-04-16,2012-04-16,14,1,
1020983,2011-07-09,2012-07-09,15,4,
1020984,2012-08-27,2013-08-27,9,6,
1020985,2012-03-26,2013-03-26,20,5,
1020986,2013-04-20,2013-10-20,2,6,
1020987,2011-12-18,2012-06-18,3,6,
1020988,2013-05-24,2014-05-24,13,5,
1020989,2012-04-14,2013-04-15,4,1,
1020990,2012-12-14,2013-12-14,15,5,
1020991,2011-09-16,2012-09-16,10,5,
1020992,2011-03-13,2012-03-13,8,7,
1020993,2013-07-29,2014-07-29,5,3,
1020994,2012-03-03,2013-03-03,8,4,
1020995,2011-11-09,2012-05-10,11,3,
1020996,2012-10-28,2013-10-28,11,2,
1020997,2012-03-19,2012-09-18,5,1,
1020998,2011-02-11,2011-08-13,11,1,2011-05-03
1020999,2011-07-29,2012-07-29,16,4,
1021000,2011-08-28,2012-02-26,3,2,
1021001,2011-04-16,2012-04-16,15,4,
1021002,2013-04-26,2014-04-26,12,7,
1021003,2012-01-19,2012-07-21,19,1,
1021004,2013-05-29,2014-05-29,17,6,
1021005,2012-10-09,2013-10-09,8,5,
1021006,2013-02-16,2014-02-16,19,2,
1021007,2012-12-27,2013-06-26,18,5,
1021008,2012-05-12,2012-11-11,1,3,
1021009,2012-01-19,2012-07-20,1,5,2012-06-22
1021010,2013-03-11,2014-03-11,5,5,
1021011,2013-02-22,2014-02-22,3,7,
1021012,2011-11-22,2012-05-24,2,1,
1021013,2013-05-24,2014-05-24,1,6,
1021014,2013-08-10,2014-08-10,2,6,
1021015,2013-01-16,2013-07-18,15,3,2013-05-10
1021016,2011-06-09,2011-12-09,15,2,
1021017,2011-07-10,2012-07-10,17,6,
1021018,2012-07-29,2013-01-29,10,5,
1021019,2013-12-07,2014-06-06,4,1,
1021020,2011-09-08,2012-03-10,19,6,
1021021,2012-06-13,2013-06-13,16,5,
1021022,2011-08-12,2012-08-12,4,1,
1021023,2011-11-17,2012-05-19,3,1,
1021024,2011-06-04,2011-12-05,10,1,2011-08-05
1021025,2012-02-09,2012-08-11,18,3,
1021026,2010-08-05,2011-08-05,20,7,
1021027,2012-07-10,2013-07-10,3,1,
1021028,2013-05-04,2014-05-04,6,1,
1021029,2013-05-31,2014-05-31,9,3,
1021030,2010-11-13,2011-05-16,5,4,
1021031,2012-04-05,2012-10-04,10,2,
1021032,2013-02-12,2013-08-12,20,6,
1021033,2011-06-21,2012-06-21,19,1,
1021034,2011-04-21,2012-04-21,2,7,
1021035,2011-08-09,2012-02-09,11,3,
1021036,2013-09-09,2014-09-09,10,6,
1021037,2012-05-23,2013-05-23,6,6,2012-12-17
1021038,2013-01-17,2014-01-17,20,3,
1021039,2010-10-13,2011-10-13,14,3,
1021040,2011-07-07,2012-07-07,16,5,
1021041,2011-10-19,2012-04-19,15,3,
1021042,2012-06-27,2013-06-27,10,3,
1021043,2012-07-28,2013-01-28,2,7,
1021044,2014-05-06,2015-05-06,14,3,
1021045,2012-01-07,2013-01-06,6,7,2012-10-15
1021046,2011-11-10,2012-11-10,2,1,
1021047,2013-06-28,2013-12-29,17,5,2013-10-13
1021048,2013-07-14,2014-01-12,10,4,
1021049,2012-07-10,2013-01-10,13,1,
1021050,2012-08-12,2013-08-12,17,7,
1021051,2012-05-23,2013-05-23,4,3,
1021052,2012-08-13,2013-08-13,16,5,
1021053,2012-12-17,2013-06-16,2,1,
1021054,2013-10-13,2014-10-13,4,4,
1021055,2012-10-22,2013-10-22,2,4,
1021056,2012-12-27,2013-06-28,8,6,
1021057,2012-04-30,2012-10-31,10,1,
1021058,2012-09-09,2013-03-11,17,5,
1021059,2013-01-15,2013-07-16,13,3,
1021060,2011-04-30,2011-10-31,19,2,
1021061,2011-02-16,2012-02-17,14,2,
1021062,2010-12-24,2011-06-23,3,7,
1021063,2013-03-11,2013-09-09,3,4,
1021064,2012-05-28,2013-05-28,12,7,
1021065,2013-04-13,2014-04-13,1,7,
1021066,2011-12-07,2012-06-08,17,5,
1021067,2012-08-16,2013-02-16,8,5,
1021068,2012-03-06,2012-09-05,8,3,
1021069,2012-04-23,2012-10-24,6,4,
1021070,2012-05-04,2012-11-03,6,1,
1021071,2013-03-07,2014-03-07,17,5,
1021072,2011-06-17,2012-06-17,10,6,
1021073,2012-05-28,2012-11-28,16,1,
1021074,2011-03-24,2011-09-24,19,3,
1021075,2011-02-06,2012-02-06,12,1,
1021076,2014-03-15,2014-09-12,4,4,
1021077,2013-05-05,2014-05-05,15,6,
1021078,2012-10-25,2013-04-26,2,6,
1021079,2011-11-05,2012-05-06,15,5,
1021080,2010-10-12,2011-10-13,1,4,
1021081,2011-10-14,2012-10-13,4,7,
1021082,2011-04-13,2011-10-12,10,5,
1021083,2011-05-27,2012-05-27,15,2,
1021084,2013-07-30,2014-07-30,4,7,
1021085,2011-06-29,2012-06-29,13,3,
1021086,2013-08-29,2014-02-27,18,1,
1021087,2011-12-05,2012-12-05,16,6,
1021088,2013-05-18,2014-05-18,11,1,
1021089,2012-07-08,2013-01-07,6,4,
1021090,2011-08-05,2012-08-05,4,3,
1021091,2012-02-23,2012-08-23,14,1,2012-05-28
1021092,2012-09-25,2013-09-25,18,1,
1021093,2011-09-29,2012-09-29,19,5,
1021094,2013-05-26,2013-11-24,11,3,
1021095,2012-08-09,2013-02-06,17,5,
1021096,2011-07-17,2012-07-17,18,7,2011-11-27
1021097,2011-09-25,2012-09-25,16,7,
1021098,2012-08-15,2013-02-13,19,5,2012-12-09
1021099,2012-09-05,2013-09-05,2,5,2013-09-05
1021100,2012-07-15,2013-07-15,19,3,
1021101,2013-04-01,2013-10-02,10,4,
1021102,2012-05-24,2012-11-24,20,3,
1021103,2012-07-04,2013-07-04,1,4,
1021104,2010-08-17,2011-02-14,12,5,
1021105,2012-02-22,2012-08-22,10,7,
1021106,2012-09-10,2013-03-13,13,1,
1021107,2013-01-28,2013-07-28,17,2,
1021108,2013-09-06,2014-09-06,13,3,
1021109,2013-07-23,2014-01-22,9,6,
1021110,2011-10-06,2012-04-05,5,1,
1021111,2011-11-11,2012-11-11,5,6,
1021112,2012-04-27,2012-10-26,13,4,
1021113,2011-04-12,2011-10-10,8,5,
1021114,2012-02-13,2013-02-13,16,3,
1021115,2013-03-28,2014-03-28,10,5,
1021116,2012-11-30,2013-05-31,13,2,
1021117,2012-01-05,2013-01-04,12,1,
1021118,2013-02-25,2013-08-27,18,1,
1021119,2013-05-15,2014-05-15,17,7,
1021120,2012-04-05,2012-10-05,11,2,
1021121,2012-09-28,2013-03-28,4,7,
1021122,2012-10-26,2013-04-25,3,5,
1021123,2013-11-26,2014-11-26,11,1,
1021124,2013-06-24,2014-06-24,17,6,
1021125,2011-08-31,2012-02-29,8,5,
1021126,2012-01-04,2012-07-05,3,2,
1021127,2012-05-14,2013-05-14,1,2,
1021128,2011-08-22,2012-02-21,7,5,
1021129,2013-07-02,2014-07-02,8,5,
1021130,2011-12-07,2012-12-06,14,2,
1021131,2013-05-11,2014-05-11,8,7,
1021132,2012-10-21,2013-04-23,1,7,
1021133,2013-05-28,2013-11-27,8,7,
1021134,2011-05-07,2012-05-07,7,7,
1021135,2012-11-20,2013-11-20,14,6,
1021136,2013-01-29,2013-08-01,11,5,
1021137,2012-02-18,2012-08-19,18,6,
1021138,2013-05-16,2013-11-16,15,6,
1021139,2012-01-08,2012-07-08,19,3,2012-04-18
1021140,2011-04-05,2011-10-03,18,4,
1021141,2012-12-27,2013-06-29,3,7,
1021142,2011-08-15,2012-02-14,15,4,
1021143,2011-11-10,2012-11-10,5,1,
1021144,2014-01-07,2015-01-07,16,4,
1021145,2012-11-27,2013-11-27,1,7,
1021146,2013-06-24,2013-12-25,14,7,
1021147,2011-09-14,2012-09-14,2,3,2012-05-14
1021148,2013-04-25,2013-10-26,18,4,
1021149,2013-04-13,2014-04-13,10,6,
1021150,2011-11-07,2012-05-09,9,6,
1021151,2014-03-27,2015-03-27,7,7,
1021152,2011-02-12,2012-02-13,9,4,
1021153,2011-07-21,2012-01-21,5,1,
1021154,2013-09-01,2014-09-01,8,6,
1021155,2013-04-05,2013-10-03,4,2,
1021156,2013-02-20,2013-08-22,12,6,
1021157,2012-09-17,2013-03-20,15,1,
1021158,2014-04-24,2015-04-24,9,1,
1021159,2012-08-07,2013-02-07,17,3,
1021160,2012-09-24,2013-03-24,16,1,
1021161,2011-09-08,2012-03-09,11,4,
1021162,2012-06-28,2012-12-27,7,2,
1021163,2014-01-03,2014-07-03,12,4,
1021164,2010-09-15,2011-03-15,19,3,
1021165,2012-06-19,2012-12-18,4,2,2012-09-28
1021166,2013-08-05,2014-08-05,11,6,
1021167,2012-02-23,2012-08-24,12,1,
1021168,2012-03-19,2012-09-18,15,1,
1021169,2013-05-13,2014-05-13,19,7,
1021170,2012-01-23,2012-07-24,8,2,
1021171,2012-08-30,2013-03-01,11,7,
1021172,2012-04-10,2013-04-11,19,1,
1021173,2012-07-27,2013-07-27,6,1,
1021174,2011-06-05,2011-12-06,14,6,
1021175,2013-04-06,2014-04-06,3,6,
1021176,2011-10-24,2012-04-24,14,7,
1021177,2013-02-07,2013-08-07,8,6,
1021178,2013-02-23,2013-08-23,5,5,
1021179,2013-08-22,2014-08-22,1,1,
1021180,2011-06-21,2012-06-21,19,5,
1021181,2012-01-06,2013-01-05,11,4,2012-12-15
1021182,2011-07-14,2012-07-14,11,1,
1021183,2012-06-06,2013-06-06,5,7,
1021184,2013-07-14,2014-01-14,19,6,
1021185,2011-05-12,2012-05-12,9,4,
1021186,2012-03-25,2012-09-22,10,7,
1021187,2012-11-18,2013-11-18,17,5,
1021188,2013-01-12,2013-07-15,8,4,
1021189,2012-10-03,2013-10-03,7,6,
1021190,2012-01-24,2012-07-24,7,2,
1021191,2013-05-29,2014-05-29,14,2,2014-04-02
1021192,2010-08-22,2011-08-22,19,2,
1021193,2012-03-06,2013-03-07,12,6,
1021194,2012-05-04,2012-11-04,15,5,
1021195,2012-01-07,2013-01-07,11,2,
1021196,2012-08-19,2013-08-19,10,5,
1021197,2012-04-30,2012-10-31,2,5,
1021198,2011-01-24,2011-07-26,5,1,
1021199,2012-12-02,2013-12-02,9,5,
1021200,2012-01-28,2013-01-28,4,1,
1021201,2012-12-20,2013-06-19,10,6,
1021202,2013-08-05,2014-02-02,3,5,
1021203,2011-10-29,2012-10-28,16,2,
1021204,2013-01-30,2013-08-02,7,5,
1021205,2011-10-06,2012-10-05,14,3,
1021206,2011-07-24,2012-07-24,2,1,
1021207,2011-12-03,2012-12-02,10,2,
1021208,2012-06-10,2013-06-10,5,2,
1021209,2012-09-09,2013-09-09,8,6,
1021210,2012-02-18,2012-08-18,16,1,
1021211,2013-01-28,2013-07-28,7,2,
1021212,2011-10-03,2012-10-03,17,7,
1021213,2011-03-27,2012-03-27,20,2,
1021214,2013-02-28,2014-02-28,17,5,2014-02-18
1021215,2012-06-25,2013-06-25,20,1,
1021216,2013-03-22,2014-03-22,7,4,
1021217,2012-05-11,2012-11-09,10,5,
1021218,2012-05-02,2013-05-02,1,6,
1021219,2013-07-18,2014-01-15,5,4,
1021220,2012-07-18,2013-07-18,11,4,
1021221,2013-02-02,2013-08-02,16,5,
1021222,2011-08-27,2012-02-27,14,4,
1021223,2013-01-18,2014-01-18,16,6,
1021224,2011-05-28,2012-05-28,18,6,
1021225,2011-02-25,2012-02-26,12,4,
1021226,2013-04-02,2013-10-02,19,4,
1021227,2012-07-27,2013-01-25,4,5,
1021228,2011-04-07,2012-04-07,3,2,
1021229,2012-03-06,2013-03-06,18,6,
1021230,2012-04-05,2012-10-06,1,6,
1021231,2011-06-12,2012-06-12,15,3,
1021232,2010-09-10,2011-09-10,14,6,
1021233,2013-11-25,2014-05-25,4,5,
1021234,2012-02-20,2013-02-19,18,1,
1021235,2013-01-14,2013-07-17,3,2,
1021236,2013-09-27,2014-03-30,16,6,
1021237,2011-10-01,2012-04-01,13,3,
1021238,2013-04-25,2013-10-25,19,5,2013-08-25
1021239,2012-11-16,2013-05-17,17,2,
1021240,2013-05-26,2014-05-26,16,3,
1021241,2012-06-04,2013-06-05,20,1,
1021242,2012-01-26,2012-07-26,1,7,
1021243,2012-08-03,2013-02-02,7,6,
1021244,2012-05-29,2013-05-29,13,2,
1021245,2011-11-21,2012-05-21,7,2,
1021246,2011-09-30,2012-09-29,6,7,
1021247,2010-11-06,2011-11-07,11,3,
1021248,2011-09-01,2012-03-02,12,3,2011-12-19
1021249,2013-07-19,2014-01-19,8,7,
1021250,2012-10-06,2013-10-06,12,1,
1021251,2012-06-10,2013-06-10,19,1,
1021252,2011-05-17,2011-11-14,18,4,
1021253,2013-02-08,2014-02-08,16,3,
1021254,2011-01-25,2012-01-26,4,5,
1021255,2013-07-11,2014-01-11,5,2,
1021256,2013-02-22,2013-08-23,17,3,
1021257,2011-02-23,2011-08-25,11,7,
1021258,2013-05-21,2013-11-21,15,3,
1021259,2012-07-18,2013-01-16,7,3,
1021260,2014-03-06,2015-03-06,10,1,
1021261,2011-10-11,2012-04-11,15,1,
1021262,2013-03-23,2014-03-23,10,3,
